,sites,texts
37,jobs.enel.com,"Engenheiro especialista segurança de barragem - especialista hidráulica e hidrologia. If you did not find the job you were looking for, send your spontaneous application! it's a great way to keep in touch and to find out all about the latest job openings at enel. Include your resume and we will contact you when a position matching your background becomes available. Credits legal, audit and corporate affairs privacy policy cookie policy. © enel spa all rights reserved enel spa vat code 15844561009."
38,jobs.enel.com,"We are looking for ambitious and talented individuals to join our talent community. . Please submit your information to receive latest updates for your areas of interest, career news, and exciting opportunities at enel. Which country are you applying for? *. Type here your mobile prefix. Type here your mobile prefix. Preferred language for future contact *. Do you belong to a protected category?. Applying for your first job? *. What is the highest education level you achieved? *. Tell us more about your education history. End date (month and year) *. Type 1 to 12 for the month, 1902 to 2142 for the year. Which enel areas are you interested in? *. In enel, we value the attitudes and potential of all our people. take a look at the enel’s profile list. Please choose one of the following enel's profiles that best fits you! *. Why would you like to join enel? *. I acknowledge that i have read the global privacy policy and hereby consent to the term described therein. Credits legal privacy policy cookie policy. © enel spa all rights reserved enel spa vat code 15844561009."
39,www.enel.com,"Your location is italy. are you looking for your energy supplier? go to enel.it. Extreme e, the race for the planet. Safety at work is built on culture and innovation. The motoe championship returns: innovation and sustainability on the track. The european green deal: how the 27 eu countries are preparing for 2050. How our networks are evolving in order to foster e-mobility. Discover what motivates us to keep on driving change. Join us and play your part in the new energy era. Credits legal privacy policy cookie policy english. © enel spa all rights reserved enel spa vat code 15844561009. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here."
40,www.enelx.com,"The virtuous circle of electrification. We believe in electrification as a driver both for net-zero emissions targets and a sustainable development model. The numera case: partnership for energy transition. Electrification as a driver for decarbonization. Bringing innovative and sustainable solutions to start the future now. The essential tool for the energy transition and a sustainable world. Innovation that is not sustainable is not innovation. through our open innovation ecosystem with universities, startups and innovation hubs, we deliver the most advanced, customer-centric and sustainable solutions for our clients. We place the circular economy at the core of our strategy to accelerate sustainability, growth and new opportunities. Explore our series of in-depth stories about how our innovative solutions are driving the energy transformation and unlocking new opportunities for people, businesses and cities around the world. for a future of progress, growth and sustainability for everyone, everywhere. From data to action: a wide range of material about our work. Public transportation and electric buses for a sustainable future. The second life of ev batteries. Electrification's role in the energy transition. People are our best source of energy, expanding as we share ideas, principles, passions. view open positions and apply. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here. By closing the banner with an x, you allow the use of technical cookies only."
41,globaltrading.enel.com,"Enel global trading: energy and commodity management. Mitigating commodity trading risks at global scale. Global energy and commodity management. Stay up to date with our seminars. Anti-corruption, occupational health and safety, environment. Enel italia enel group enel global procurement enel green power enel x enel x way enel cuore enel open innovability enel foundation. Credits legal notices privacy policy cookie policy english. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here. By closing the banner with an x, you allow the use of technical cookies only."
42,openinnovability.enel.com,"Innovation and sustainability leverage a global ecosystem to power the future. Solve a challenge or propose a new project. We continuously scout for new opportunities through our hubs and launch innovability® driven open challenges to connect enel with the global innovability® ecosystem. Of which +585 are with startups. we co-create with startups, smes and large companies through our international community of partners, resources, customers and data. Through +1,300 projects activated we have transformed ideas into business solutions, bridging enel's sustainable vision and new technologies. We have a global innovation hub and lab network that works with local ecosystems to expand on our vision to promote open innovation and sustainability. When it comes to our approach to the circular economy, we don’t only look at business activity; we also focus on the development and spread of knowledge. for this reason in 2023, as in previous years, we are organizing a series of training and information sessions related to the circular economy. Dive into our open challenges. If you want to join the open innovability® community and make your mark, check out our open challenges and help us find innovative solutions. get ready to change the world with us!. Easy to use systems to promptly diagnose the health condition of utility poles and supports. Reward: collaboration with enel grids. Enel grids are seeking solutions to provide an easy-to-use and objective health check of poles and supports. Fiber optic cable installation within operational hydroelectric canals. Reward: collaboration with enel green power. Enel is seeking solutions to install a fiber optic cable inside hydroelectric plant canals in tunnel while in use and without removing water. Reward: funding up to 200.000€. Esa is now running a call for feasibility studies aims to promote the operational and commercial roll-out of services addressing interconnected systems for positive impact where at least two systems considered “isolated” are operated in a synergistic manner so that externalities are re-used or recycled and with the use of at least one space assets. enel supports esa by hosting these challenges on openinnovability.com. Discover our global network of innovation hubs and labs. Visit our hubs and labs. Stay up to date on what's happening in energy and innovation. Enel groupenel green powerenel xenel x wayglobal tradingenel foundationethical channelenel cuore. Credits legal privacy cookie terms of use anti bribery english. © enel spa all rights reserved enel spa vat code 15844561009. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here."
43,globalprocurement.enel.com,"Green pass obligation in italy - new communication covid-19 - read the alerts. We maximise value creation in all its forms. Welcome to the enel global procurement portal. Sharing of best practices. video materials for you!. Sharing of best practices. video materials for you!. Suppliers of global digital solutions - publishing supplier performance management results. Suppliers of global digital solutions - publishing supplier performance management results. A new feature for glassdoor. A new feature for glassdoor. Enel x's offers for you. Choose sustainability and profitability with our offers designed exclusively for you. locate the unique identification code (cui) that was assigned to your company during the registration process on webuy, and enter it in the boxes below to discover our dedicated offers for suppliers. Harness the full potential of this partnership. Decarbonization, cost saving, additional revenue, resiliency, risk management, you name it: enel x has a solution for all your energy needs. explore what’s in store exclusively for enel's qualified suppliers. Enter cui code (e.g. 0000001234). Enel energia’s offers for you. Whether at home or in your company, our energy is the practical and convenient solution for your supplies. discover enel energia's offers dedicated to businesses and to our suppliers’ employees, for supplies either active or to be activated in italy. Offers for enel’s qualified suppliers. Consistently close to the needs of professionals and companies: affordable rates, customer area and business help desk, over 900 spaces throughout the country and a network of expert consultants for all of our italian customers. Tenders in progress and procurement planning. All the support, contractual, and operative documents. Enel group enel foundation enel green power enel x enel global trading enel open innovability enel startup. Credits legal privacy cookie policy english. © enel spa all rights reserved enel spa p.iva 00934061003. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here. By closing the banner with an x, you allow the use of technical cookies only."
44,www.enelfoundation.org,"Knowledge platform for a clean energy world. We adopt a human angle by focusing. On how different geographies cope with. The global megatrends and achieve. Their transition towards a clean energy future. We focus on how human and natural capital. Is accelerating or the energy transition process,. Especially in areas of the world mostky exposed. To the challenges of climate change. We study how regulatory and. Policy dimensions need to evolve to adjust. And adapt to the new possibilities created by technologies,. Changing customer behaviors and new societal demands. We look at the way in which technology. And machines in the world of energy are creating. New possibilities for electricity production, storage,. Perceived risk index (pri) is an indicator. That reflects corporate risk perceived. Enel group enel global procurement enel green power enel x enel global trading enel open innovability enel startup. Transparency legal privacy policy cookies policy english. We use cookies and web trackers to improve your online experience on our site, allow you to save information, provide social media features (facebook, instagram etc.), customize the content and ads you see based on your interests. cookies can also help us understand how to use our site and improve its functionality. please read our cookie policy here."
45,www.sasolinsport.co.za,"South africa backing banyana banyana to new zealand and australia. Sasol, proud sponsor of banyana banyana, today unveiled their campaign for the team’s world cup campaign taking place in australia and new zealand from 20 july – 20 august. this. Talent galore at 2022 the sasol league national championships. Safa and sasol announce the 2022 sasol leagues national championship fixtures. Sasol amawheelaboys qualified for the africa para games!. Sasol amawheelie girls are off to iwbf u25 women’s wheelchair basketball world championship in 2023. Road to new zealand and australia. Copyright © 2023 sasol limited."
46,www.sasolsignatures.co.za,"Expressions unbound – entries now open for sasol new signatures 2023.   entries are now officially open for the annual sasol new signatures art competition 2023. for the past 33 years, the sasol new signatures art competition, founded by the association of arts pretoria in the 1960’s, has been a beacon for unbridled creativity and artistic exploration within the visual arts ecosystem in south africa. “expressions unbound, the call for entries slogan, not the theme, for the 2023 edition of the competition, is a phrase that embodies the competition’s long-standing commitment to providing a space where emerging artists can display the fullness of their imaginative potential and self-expression. expressions unbound champions the unrestricted artistic narration of personal and collective stories that are relevant to our times” said sasol new signatures’ chairperson, pfunzo sidogi. Sasol new signatures has become synonymous with supporting and developing south africa’s contemporary art scene as well as increasing exposure for emerging south african art and artists.  this annual competition is open to all south african artists over 18 years who have not yet held a solo exhibition. artists who have held a solo exhibition for academic purposes (a master’s degree exhibition for example) are allowed to enter. artists can submit their artworks in all any artistic mediums – painting, drawing, printmaking, sculpture, photography, video and installations. . “with this competition, we want to encourage artists to take risks, try new techniques, and push themselves beyond their comfort zones in pursuit of artistic excellence.  we want them to showcase transformative use of materials, using unconventional or non-traditional techniques, materials, and forms to create works of art that challenge traditional boundaries and expectations” added sidogi. “sasol is proud to be a key sponsor, together with the association of arts pretoria, of this prestigious south african competition.  throughout its long history, the competition has launched the careers of countless artists who have gone on to build highly successful and significant profiles, both locally and internationally. while winning the competition should be the ultimate goal for all entrants, being selected as one of the finalists is a significant milestone and sasol is delighted to be part of this exciting journey for so many emerging south african artists,” said nozipho mbatha, senior manager: group brand and sponsorships at sasol. Over the coming weeks chairperson sidogi and sasol’s art curator, cate terblanche will be hosting informative online how-to tutorials with accompanying downloadable fact sheets to assist entrants in submitting their artworks.  the video tutorials topics will include:   . Preparing artwork for the competition (pricing, framing, signatures, weight restrictions etc). How to write cvs, biographies, and artist statements. What makes a winning work. Entrants are encouraged to view these videos to ensure that their submissions are of the high standard required.   “we hope that these videos will assist entrants in not only submitting superior quality work, but also give them valuable tools that they will continue to use in their artistic careers going forward”, said cate terblanche, art curator, sasol. Contemporary, innovative and emerging artists are invited to submit their artworks at one of several collection points around the country on tuesday, 6 june and wednesday, 7 june from 10h00 to 16h00. a completed entry form and supporting documentation must be submitted along with the artworks.   . The winner of the sasol new signatures art competition will be announced on wednesday 6th september 2023.   the winner will receive r100 000 and a solo exhibition at next year’s exhibition. the runner up will receive r25 000 and the five merit award winners will each walk away with r10 000.   . The 2022 sasol new signatures winner mondli mbhele will hold his first solo exhibition alongside the official sasol new signatures 2023 exhibition. titled, ingoma yothando (song of love), mbhele will explore the idea of rituals which accompany important events in life such birth, puberty, marriage, death, and the songs that accompany these occasions. The sasol new signatures exhibition will take place at the pretoria art museum from 7 september to 31 october 2023. . Cnr francis baard and wessels str,."
47,www.solarchallenge.org.za,"Welcome to the sasol solar challenge. In september 2024, south africa will host professional and amateur solar car teams from around the world as they take on the sasol solar challenge. Now in its 16th year (in 2024), teams take on the challenge to develop, build and drive solar-powered cars, with the ultimate goal of covering the most distance without using a drop of fuel. it alternates with the bridgestone world solar challenge and has hosted some of the world’s leading teams as they test their vehicles ahead of the global event. solar car teams typically partner with leading technology companies to test and develop cutting edge innovations during their participation at solar challenges. The sasol solar challenge is renowned for being uniquely challenging due to the varying weather conditions and a total altitude drop of nearly 2 000 m, putting the often newly launched technology inside solar cars to the ultimate test. Competitive solar cars have to be lightweight, aerodynamic, efficient, and safe - making them ideal testbeds for a variety of engineering sectors.   team registration for 2024 sasol solar challenge now open!. Solar car teams! come showcase your solar cars under the african sun. register here."
48,www.sasolbursaries.com,"South african government's covid-19 information page at sacoronavirus.co.za. Sasol opportunities for south african youth. Vacation work application (non bursars). The scarcity of talent in south africa and globally makes it essential for sasol to ensure continuous availability of skills to sustain our growth. the sasol bursary programmes for south african youth are a critical talent lever to enable us to meet our strategic and transformation talent objectives. Sasol has established a reputation in the market as an employer of choice and has been voted employer of choice in the chemicals and energy sector, by graduates on the sagea employer survey, for five consecutive years. To date sasol has various programmes that enable the development of scholars and graduates. South african mainstream bursary programme. (application close 23 may 2023). The sasol bursary programme comprises of a comprehensive package that covers both financial as well as developmental support throughout the study period. bursaries are awarded for full-time university studies in engineering and science. upon successful completion of the study period, students may be employed within the sasol group through our graduate development programmes.   the sasol bursary programme comprises:. Applications may be submitted for degrees (no diplomas) in one of the following fields of study:. Chemistry (hons. is a requirement for sasol). Geology (hons. is a requirement for sasol). Metallurgy (hons. is a requirement for sasol).   undergraduate studies (b. eng. tech.) – university of technology . Instrumentation & control engineering (electrical light current). To support economic growth demands in south africa and to satisfy our own requirements for highly skilled postgraduates in the science and engineering disciplines, sasol awards postgraduate bursaries for m.sc., m.eng. and phd. studies in chemistry and chemical engineering. . These awards will be made for postgraduate research supporting sasol and south africa’s energy and circular economy transition, through application in the following core disciplines: . Chemical engineering – fluid dynamics . Chemical engineering – mathematical and statistical modelling . Chemical engineering – process modelling . Chemical engineering – reactor technology . Chemical engineering – separation technology . Chemistry – advance analytical chemistry in the areas of vibrational spectroscopy or gas chromatography . Chemistry – catalysis or polymer science . Chemistry – environmental science in the areas of water, waste or air, or in air with focus on dispersion modelling. Data science – applied mathematics . Applicants are not required to have a formal project proposal ready but should know in which area of chemistry or chemical engineering they would like to study and must be able to discuss possible topics which will support the current sustainability imperatives. . Successful candidates will engage with sasol technical experts and academic supervisors to finalise a project proposal. . (5 june – 11 august). The sasol foundation offers an all-inclusive bursary to talented individuals who are planning to study full-time towards an undergraduate degree to pursue stem (science, technology, engineering and mathematics) careers. priority will be given to degree studies that are in line with future needs including specialisations in study disciplines such as engineering & technology (including green technology), data science, agricultural science, environmental & medical sciences, construction & manufacturing and financial sciences among others.  no postgraduate bursaries will be offered for 2024 academic year. Energy bursary programme – green hydrogen project. (next intake to be confirmed). Sasol energy is offering opportunities for youth in the northern cape to apply for all-inclusive bursaries to study full-time towards an undergraduate degree, at a recognised and approved south-african university. the bursaries are linked to sasol’s green hydrogen project being explored in the namaqua and richtersveld districts. Priority will be given to stem (science, technology, engineering and mathematics) degree studies in line with green hydrogen future capabilities. these include, among key disciplines, engineering, technology, chemical sciences, data science, construction & manufacturing and include supporting degrees, such as financial and accounting sciences. No postgraduate bursaries will be offered for 2024 academic year. (next intake to be confirmed).   sasol unattached vacation work – for non-sasol bursary holders. (next intake to be confirmed). Vacation work is not equivalent to so-called “experiential training” required for completion of a diploma or in some cases the previously b.tech. degrees.  these opportunities are for so-called vacation work and not for p1 and p2 experiential. (next intake to be confirmed). The yes programme is a business-led collaboration with government. yes seeks to reduce youth unemployment across private and public sectors. the aim is to enable more youth to develop new skills and gain meaningful workplace experience, which will in turn significantly improve their chances of finding long-term employment. At sasol, more than 400 (previously unemployed) youth have been provided with an opportunity to gain work experience through the sasol yes programme.   important information to all applicants:. Bursaries are awarded for standard degree courses over a minimum period of time (e.g. b.sc. or b.eng. for studies over a 4-year period).   if you have what it takes to become part of this exciting team, the sasol programmes for south african youth are ready to change your life. All applications should be submitted before close of business of the application closing date. Incomplete or late applications will not be considered. Applications from non-south african citizens will not be considered.   if you experience problems with your application, please contact:. Mainstream bursary applications close 23 may 2023. Foundation bursary applications open 5 june – 11 august 2023. Copyright © 2023 sasol bursaries."
49,www.sasolkhanyisa.com,This information booklet will assist you in managing your. Sasol bee ordinary (solbe1) and sasol south africa.
50,myim.service-now.com,"Browse and search for articles, rate or submit feedback. Browse the catalog for the items and services you need. Contact support to make a request, or report a problem. Discover a wealth of content related to sasol and our activities on our social media accounts."
51,eden-re.com,"We're excited to announce that our new website is coming soon! get ready for a fresh, modern design that will take your experience to the next level. stay tuned!. Incorporated in 2016 as a joint-venture between total eren and edf renewables (both present in india since 2013), eden renewables india is a leading renewable energy company aiming for long-term investments in solar pv with public and private counterparties in india. Eden renewables india has an operating and under development portfolio of 2.2 gw of solar pv assets in india. eden specializes in project development, engineering, financing, construction, asset management, operation & maintenance services. An extensive experience in renewable energy. Eden renewables india has developed a multi-disciplinary team, with expertise and experience across the entire value chain of a solar pv project from engineering to financing, construction supervision, and operation and maintenance. This website uses cookies to ensure you get the best experience on our website."
52,edf-re.co.za,"Edf renewables south africa is a locally based, fully integrated independent power producer that develops, finances, builds, owns and operates commercial renewable energy generation facilities. Edf renewables’ wide expertise in renewable energy technologies—including wind, solar pv, battery storage and hybrid solutions—stems from its parent company, edf energies nouvelles, the renewable energy arm of global utility edf. With offices located in cape town and gqeberha, edf renewables provides oversight services for renewable energy projects by managing the projects and their commercial agreements over their entire life cycle. Identification and development of clean energy project sites across southern africa. Securing of relevant permits and licenses. Management of all key agreements and contracts. Edf renewables has contributed 4 wind farms to the south african renewable independent power producer programme (reippp) including the waainek, chaba and grassridge wind farms, which contribute 107.1 mw, and the recently completed wesley-ciskei wind farm which will contribute 34.5 mw to the grid on handover. Community development is a core part of all edf renewables projects, with the developments creating numerous jobs and resulting in key socio-economic development initiatives in the communities they are situated in. this is done under the grassroots youth development (gyd) programme. Depending on the performance of edf renewables’ 3 operational wind farms in the eastern cape, gyd spends approximately r6 million per year on socio-economic development (sed) projects. view our communities page for a glimpse of some of the key sed projects that have received funding from the gyd programme. Edf renewables achieves financial and commercial close on coleskop. Edf renewables in south africa achieved financial and commercial close on 18 january 2023, on coleskop wind power (pty) ltd – the third of its koruson 1 projects, which were awarded in the renewable independent power producer programme (reippp) bid window 5. Successful translocation of eagle nests. Verreaux eagle nests were successfully relocated at the umoyilanga, avondale solar pv and battery storage facility in the northern cape. Edf renewables achieves financial & commercial close on reipppp bid window 5. Edf renewables in south africa achieved financial and commercial close on two of its three koruson 1 projects, phezukomoya and san kraal, totalling 280 mw, on 10 november 2022. Generation license application -phezukomoya wind energy facility. Generation license application – san kraal wind energy facility. Generation license application -coleskop wind energy facility."
53,www.edf-re.com,Energy innovation for the next generation. Co2 offset (year to date). Tristan grimbert and raphael declercq discuss what lies ahead in 2023 for the renewable energy industry. © 2023 edf renewables north america privacy policy.
54,app.convercent.com,"If you have an ethics or compliance question or an inquiry regarding a company policy, you can ask anonymously and confidentially. Can i accept a gift from a vendor our organization is considering doing business with?. This system makes it easy to report an incident about workplace issues like financial and auditing concerns, harassment, theft, substance abuse and unsafe conditions. Click the button below to get started with your report and we'll ask you a few questions about the incident. You can check the status of your report or question using the access number and password you created when you submitted the report or question. If you would prefer to speak to someone confidentially, call us and one of our representatives would be happy to assist you. If you are dialing internationally choose your location from the list below for the international number assigned to your country. if your country is not listed click here for additional instructions. Congo, the democratic republic of the. Macedonia, the former yugoslav republic of. Please note this is not an emergency service. contact your local authorities if this is a life threatening issue. Mainstream is committed to achieving the highest standards of ethical and business behaviour in the conduct of its business and other activities worldwide. Anyone can choose to remain anonymous, where permitted by law. The mainstream code of conduct has been developed to communicate mandatory standards and behaviours which support our organisational culture. The mainstream code of conduct applies to all internal and external stakeholders of mainstream renewable power, and to all entities and their personnel (including hired-ins). it also applies to intermediaries, lobbyists, consultants and others who act on behalf of said companies. Click here to access the mainstream code of conduct. © 2013 - 2023 convercent. all rights reserved. This site uses only strictly necessary cookies, which are essential for providing functionality, maintaining your session, enhancing page performance, and collecting key performance indicators like browser type and page views. for more information, access our privacy notice and cookie notice."
55,portugal.edp.com,"Learn more about our strategy for 2023-2026. . Consult the reports, including the integrated annual report, and learn about edp's results in 2022. The alqueva floating solar power plant. A project pioneering the energy of the future throught a symbiosis between innovation and ecosystems. We work to be leaders. to transform the world. we want to decarbonise and be 100% green by 2030. but our commitment is not just to planet earth. we want to make a difference for the environment and for people. we want to change tomorrow, today already. Portugal brings together divers from all over the world on 27 may for record underwater clean-ups. Edp is looking for energy access projects to finance in five african countries. Edp relança programa de empreendedorismo para apoiar novos negócios em sines e santiago do cacém. The alqueva floating solar power plant, initiated following a successful pilot-protect in the alto rabagão reservoir, is now europe's largest solar energy production platform floating on a lake. Edp art reef: decarbonise to create art and life. In energy transition, the past can also help to build a more sustainable future. vhils' project embodies edp's purpose of supporting biodiversity.  . Plastic pollution is one of the main causes of pollution of marine ecosystems and extinction of aquatic species. plastic waste makes up about 80% of all marine pollution, which indirectly even ends up in our food. © copyright 2017 - edp energias de portugal. todos os direitos reservados. Terms and conditions of use. Your privacy is important to us. Cookies in this site may be used by edp and third-party partners to enhance site navigation and content, analyze site usage, and assist in marketing efforts and social media features. by default, only strictly necessary cookies are active. to manage cookies, please go to manage cookies or for more information visit ourcookie policy."
56,espana.edp.com,"Learn more about our strategy for 2023-2026. . We choose earth tour '23. An international conference that celebrates the power of cleaner energy and the importance of sustainability, gathering speakers from around the globe. Cop marks 30 years of fighting climate change and preserving the environment. it takes place this year in egypt from 6 to 18 november. Use your energy to change tomorrow now and help us create greener, more shared and more inclusive energy. We work to be leaders. to transform the world. we want to decarbonise and be 100% green by 2030. but our commitment is not just to planet earth. we want to make a difference for the environment and for people. we want to change tomorrow, today already. Edp reúne en madrid a voces influyentes para debatir sobre el futuro del planeta. Edp improves aldaia’s electricity supply quality. Edp and central lechera asturiana renew their agreement on self-consumption with ten installations in operation and 60 in the pipeline. Informe de auditoría, cuentas anuales e informe de gestión - edp españa. Working at edp means working for an international group, with unique opportunities for professional and personal development. it means working in a sector that is constantly changing, which offers a basic good for people's quality of life: energy.  join your energy to our energy!. With our objective to accelerate the energy transition and the ambition to be 100% green by 2030, we announce important projects to transform our plants in spain. I want to be edp. Your privacy is important to us. Cookies in this site may be used by edp and third-party partners to enhance site navigation and content, analyze site usage, and assist in marketing efforts and social media features. by default, only strictly necessary cookies are active. to manage cookies, please go to manage cookies or for more information visit ourcookie policy."
57,brasil.edp.com,"Learn more about our strategy for 2023-2026. . Our power comes from our people, doers, thinkers, dreamers. all of us, together. with the same renewable will.  our energy and heart drive a better tomorrow. Edp's 2023-2026 strategic plan reflects the company's commitment to leading the energy transition. Edp brasil produced its first green hydrogen molecule, marking a turning point in the edp group's energy transition. We work to be leaders. to transform the world. we want to decarbonise and be 100% green by 2030. but our commitment is not just to planet earth. we want to make a difference for the environment and for people. we want to change tomorrow, today already. Edp abre edital para projetos de transição energética justa no brasil. Propostas devem conter soluções inovadoras para acesso à energia, eficiência energética ou energia limpa, e investimento nas iniciativas pode chegar a r$500 mil. Programa edp nas escolas beneficiará 13 mil pessoas em 2023. Primeiras ações acontecem entre 13 e 17 de março, com entrega de kits escolares em cinco instituições de ensino de são paulo e rio grande do sul. Edp e gerando falcões se unem por melhorias na favela dos sonhos, em ferraz de vasconcelos. Construção da infraestrutura de rede de energia elétrica para atendimento seguro dos moradores foi finalizada e é apenas um exemplo das ações na comunidade. We work with and for people. We believe that a more sustainable planet is made of green energy, but also of fairer commitments. We are changing tomorrow now. We are a global leading company in the energy sector. © copyright 2018 - edp brasil. todos os direitos reservados. Terms and conditions of use and privacy policy. Data protection and information security. Your privacy is important to us. Cookies in this site may be used by edp and third-party partners to enhance site navigation and content, analyze site usage, and assist in marketing efforts and social media features. by default, only strictly necessary cookies are active. to manage cookies, please go tomanage cookies or for more information visit ourcookie policy."
58,portugal.edp.com,"Saiba mais sobre a nossa estratégia para 2023-2026. . Consulte os relatórios, incluindo o relatório anual integrado e conheça os resultados da edp em 2022. A central fotovoltaica flutuante do alqueva. Um projecto pioneiro da energia do futuro através de uma simbiose entre inovação e ecossistemas. Uma empresa de energia global. Trabalhamos para sermos líderes. para transformar o mundo. queremos descarbonizar e ser 100% verdes até 2030. mas o nosso compromisso não é apenas com o planeta terra. queremos fazer a diferença pelo ambiente e pelas pessoas. queremos mudar, já hoje, o amanhã. Sesimbra volta a reunir mergulhadores de todo o mundo a 27 de maio para limpeza subaquática recorde. Edp procura projetos de acesso a energia para financiar em cinco países africanos. Edp relança programa de empreendedorismo para apoiar novos negócios em sines e santiago do cacém. Solar voltaico flutuante do alqueva. A central solar flutuante de alqueva, iniciada depois do sucesso do projeto-piloto na barragem do alto rabagão, deu origem à maior plataforma de produção de energia solar flutuante numa albufeira, na europa. Edp art reef: descarbonizar para criar mais vida. Na transição energética, o passado também pode ajudar a construir um futuro mais sustentável. o projeto de vhils dá corpo ao propósito da edp de apoiar a biodiversidade. Plásticos: a maior ameaça dos oceanos. O plástico é uma das principais causas da poluição dos ecossistemas marinhos e da extinção das espécies aquáticas. os resíduos plásticos constituem cerca de 80% de toda a poluição marinha, que indirectamente acaba mesmo na nossa alimentação. Um dia da joana na edp. © copyright 2017 - edp energias de portugal. todos os direitos reservados. Termos e condições de utilização."
59,brasil.edp.com,"Saiba mais sobre a nossa estratégia para 2023-2026. . A nossa energia vem das nossas pessoas, que fazem, que pensam e que sonham todos nós, juntos. com o mesmo foco nas renováveis.  nossa energia e coração impulsionam um amanhã melhor. Conheça a nossa nova identidade. O plano estratégico 2023-2026 da edp reflete o compromisso da empresa em liderar a transição energética. A edp brasil produziu sua primeira molécula de hidrogênio verde, marcando um ponto de virada na transição energética do grupo edp. Uma empresa de energia global. Trabalhamos para sermos líderes. para transformar o mundo. queremos descarbonizar e ser 100% verdes até 2030. mas o nosso compromisso não é apenas com o planeta terra. queremos fazer a diferença pelo ambiente e pelas pessoas. queremos mudar, já hoje, o amanhã. Edp abre edital para projetos de transição energética justa no brasil. Propostas devem conter soluções inovadoras para acesso à energia, eficiência energética ou energia limpa, e investimento nas iniciativas pode chegar a r$500 mil. Programa edp nas escolas beneficiará 13 mil pessoas em 2023. Primeiras ações acontecem entre 13 e 17 de março, com entrega de kits escolares em cinco instituições de ensino de são paulo e rio grande do sul. Edp e gerando falcões se unem por melhorias na favela dos sonhos, em ferraz de vasconcelos. Construção da infraestrutura de rede de energia elétrica para atendimento seguro dos moradores foi finalizada e é apenas um exemplo das ações na comunidade. Trabalhamos com e para as pessoas. Acreditamos que um planeta mais sustentável é feito de energia verde, mas também de compromissos mais justos. O jeito de ser edp. We are changing tomorrow now. Somos uma empresa líder global no setor de energia. © copyright 2018 - edp brasil. todos os direitos reservados. Termos e condições de utilização e políticas de privacidade. Proteção de dados pessoais e segurança da informação. A sua privacidade é importante para nós. Os cookies neste site podem ser utilizados pela edp e pelos seus parceiros para melhorar a navegação e desempenho do site, analisar a sua utilização e possibilitar a criação de conteúdos de publicidade direcionada e de redes sociais. por defeito, só os cookies estritamente necessários se encontram ativos. para gerir estes cookies, por favor clique emconfigurar cookies ou para mais informação visite a nossacookie policy."
60,www.edp.com,"The energy of the future. I am delighted to share edp’s business plan for 2023-2026. we are scaling our commitment to the energy transition and accelerating our sustainable growth over the longer term. we are boosting renewables, reinforcing our position in electricity networks, and supporting our clients towards decarbonization. we will do this hand in hand with our shareholders, employees, clients, communities, and partners, aiming at achieving a climate positive world.  . Leading the energy transition to create superior value. Watch the live broadcast of the presentation:. We are committed with our planet by leading the decarbonization of the sector, working every day towards net zero and by scaling up and diversifying our position as a global pure renewables player.  . We are stepping up our green growth delivery, scaling our impact with an investment plan fully aligned with the energy transition and consolidating our core technologies and regions. we are following a clear investment framework, maintaining our selective and disciplined approach. . Investment in social impact initiatives in 2026 . Totex in digital and innovation in 2023-26. Hedged generation in hydro 2023-26 . Esg excellence and future-proof organization . We are esg leaders, with an ambition to be coal free by 2025 and to have 100% renewable generation by 2030. we are global, dynamic and diverse organization, embracing the future with fast adopters on innovation and have digital at the core of our strategy. . We have a solid balance sheet, with an unwavering commitment to our bbb credit rating further solidifying our low risk profile and leveraging our distinctive and resilient portfolio strategy. . We produce energy, but we also transport, manage, distribute and market it. we will have 100% renewable production by 2030. . We are investing in decarbonisation and lead the energy transition, empowering the community and rebuilding our planet in collaboration with our partners, driven by a solid esg culture. The edp group's digitalisation process is taking over all companies and business units. Travel to 2030 with us. © copyright 2022 - edp energias de portugal. all rights reserved. Terms and conditions of use. Data protection and information security. Your privacy is important to us. Cookies in this site may be used by edp and third-party partners to enhance site navigation and content, analyze site usage, and assist in marketing efforts and social media features. by default, only strictly necessary cookies are active. to manage cookies, please go tomanage cookies or for more information visit ourcookie policy."
